168,67667.445 
169,161177.859 
170,239001.766 
171,114383.844 
172,80893.555 
173,223706.266 
174,113781.977 
175,66708.883 
176,114879.836 
177,102411.930 
178,159135.234 
179,114408.719 
180,141594.453 
181,76258.172 
182,146248.547 
183,97699.148 
184,153615.547 
185,98960.375 
186,95494.164 
187,120653.352 
188,93461.344 
189,156020.359 
190,163789.969 
191,157497.516 
192,95623.461 
193,187567.688 
194,89414.258 
195,163004.859 
196,114684.281 
197,133173.547 
198,158276.359 
199,111864.820 
200,101532.500 
201,72153.625 
202,108308.281 
203,89549.547 
204,149479.938 
205,83047.352 
206,103940.094 
207,103887.469 
208,75557.406 
209,90178.273 
210,85310.070 
211,159187.094 
212,86824.539 
213,73660.500 
214,135308.938 
215,74866.398 
216,125621.680 
217,86829.961 
218,203008.266 
219,113835.281 
220,105755.625 
221,89320.289 
222,76332.750 
223,107396.633 
224,71832.781 
225,86968.344 
226,96696.836 
227,85068.523 
228,141695.906 
229,147234.078 
230,78487.031 
231,97777.711 
232,87169.266 
233,135365.297 
234,77226.883 
235,79264.797 
236,95218.445 
237,208885.594 
238,74840.352 
239,131076.734 
240,85493.445 
241,81381.516 
242,102415.969 
243,80356.781 
244,105072.070 
245,148617.141 
246,189544.781 
247,103957.070 
248,83101.719 
249,140880.734 
250,73678.297 
251,94300.344 
252,115823.609 
253,91827.266 
254,89380.148 
255,64319.980 
256,78212.898 
257,100481.898 
258,80707.023 
259,72653.797 
260,76667.664 
261,86174.164 
262,91864.906 
263,84039.148 
264,79646.633 
265,60174.453 
266,87314.648 
267,77555.805 
268,44775.113 
