00001,0.000 
00002,-112829.769 
00003,-657632.706 
00004,-2299260.024 
00005,-1754255.241 
00006,-115158.480 
00007,-3115391.594 
00008,-494760.476 
00009,-873748.795 
00010,100.000 
00001,0.000 
00002,-123.940 
00003,-202.867 
00004,-250.365 
00005,-276.856 
00001,0.000 
00002,-30.015 
00003,100.000 
00004,-124.261 
00005,-50.108 
00006,-90.808 
00007,200.000 
00008,300.000 
00009,-29.744 
00010,-70.026 
00011,400.000 
00012,-0.338 
00013,-6.378 
00014,-131.540 
00015,-172.348 
00016,-127.467 
00017,-166.393 
00018,-50.525 
00019,-205.827 
00020,-102.156 
00021,-237.220 
00022,-161.836 
00023,-161.571 
00024,-183.877 
00025,-25.775 
00026,-114.655 
00027,-95.647 
00028,-129.973 
00029,-12.996 
00030,-160.009 
00031,-176.605 
00032,-176.491 
00033,-47.323 
00034,-93.201 
00035,500.000 
00036,-603.179 
00037,-692.809 
00038,-651.143 
00039,-120.227 
00040,-51.353 
00041,-112.819 
00042,-130.031 
00043,600.000 
00044,-213.214 
00045,-259.998 
00046,-235.012 
00047,-96.367 
00048,-129.031 
00049,-229.880 
00050,-192.485 
00051,-46.984 
00052,-119.968 
00053,-120.018 
00054,-178.404 
00055,-58.006 
00056,-196.735 
00057,-65.792 
00058,-122.017 
00059,-41.124 
00060,-173.894 
00061,-185.883 
00062,-152.432 
00063,-129.893 
00064,-117.908 
00065,-289.329 
00066,-377.022 
00067,-51.432 
00068,-53.035 
00069,-163.552 
00070,-160.118 
00071,-183.608 
00072,-46.572 
00073,-115.991 
00074,-106.080 
00075,-328.600 
00076,-70.722 
00077,-79.081 
00078,-65.302 
00079,-5.561 
00080,-141.417 
00081,-2.183 
00082,-14.790 
00083,700.000 
00084,-42.105 
00085,-154.508 
00086,-102.101 
00087,-146.490 
00088,-176.152 
00089,-149.590 
00090,-189.521 
00091,-135.952 
00092,800.000 
00093,800.000 
00094,-122.717 
00095,900.000 
00096,1000.000 
00097,1100.000 
00098,-38.116 
00099,-259.248 
00100,-127.590 
00101,-268.139 
00102,-222.946 
00103,-133.417 
00104,-272.661 
00105,-164.701 
00106,-162.048 
00107,-37.048 
00108,-167.626 
00109,-42.626 
00110,-35.267 
00111,-172.427 
00112,-47.031 
00113,-46.953 
00114,-35.119 
00115,-34.959 
00116,-207.100 
00117,-34.736 
00118,-127.880 
00119,-112.693 
00120,-58.834 
00121,-58.824 
00122,-39.377 
00123,-174.854 
00124,-122.478 
00125,-42.198 
00126,-426.491 
00127,-411.847 
00128,-245.180 
00129,-237.279 
00130,-179.376 
00131,-132.971 
00132,-102.204 
00133,-106.098 
00134,-149.984 
00135,-80.400 
00136,-61.763 
00137,-248.413 
00138,-83.394 
00139,-67.755 
00140,-68.502 
00141,-68.228 
00142,-53.907 
00143,-219.649 
00144,-53.538 
00145,-152.991 
00146,-140.081 
00147,-238.382 
00148,-57.690 
00149,-57.690 
00150,-57.088 
00151,-117.317 
00152,-193.328 
00153,-344.830 
00154,-260.020 
00155,-101.393 
00156,-226.393 
00157,-221.612 
00158,-116.482 
00159,-142.486 
00160,1200.000 
00161,-261.314 
00162,-170.805 
00163,-109.544 
00164,-271.904 
00165,-242.149 
00166,-322.174 
00167,-292.746 
00168,-97.702 
00169,-101.188 
00170,-169.473 
00171,-210.218 
00172,-102.232 
00173,-280.344 
00174,-239.309 
00175,-175.604 
00176,-135.343 
00177,-418.107 
00178,-75.851 
00179,-88.379 
00180,-127.560 
00181,-129.666 
00182,-99.035 
00183,-131.398 
00184,-173.181 
00185,-85.661 
00186,-222.763 
00187,-58.494 
00188,-172.631 
00001,-366.240 
00002,-264.366 
00003,-280.708 
00004,-205.058 
00005,-264.897 
00006,-315.593 
00007,-182.371 
00008,-323.249 
00009,-253.484 
00010,-164.875 
00011,-132.498 
00012,-182.404 
00013,-480.361 
00014,-370.141 
00015,-421.487 
00016,-27.903 
00017,-152.903 
00018,-401.170 
00019,-83.891 
00020,-244.800 
00021,-388.939 
00022,-263.939 
00023,-277.790 
00024,-69.740 
00025,-180.570 
00026,-148.586 
00027,-162.283 
00028,-8.494 
00029,-60.241 
00030,-252.542 
00031,-246.835 
00032,-17.446 
00033,-144.917 
00034,600.000 
00035,-2.620 
00036,-1.283 
00037,-0.135 
00038,-200.345 
00039,-88.875 
00040,-312.388 
00041,-456.670 
00042,-789.568 
00043,-219.121 
00044,-357.998 
00045,-231.498 
00046,-368.426 
00047,-192.264 
00048,-231.454 
00049,-275.300 
00050,-207.298 
00051,-73.985 
00052,-41.827 
00053,-122.164 
00054,-329.937 
00055,-207.404 
00056,-190.967 
00057,-149.048 
00058,-374.968 
00059,-226.304 
00060,-185.595 
00061,-259.714 
00062,-120.675 
00063,-93.716 
00064,-326.282 
00065,-291.344 
00066,-160.869 
00067,-746.890 
00068,-503.695 
00069,-103.362 
00070,-200.710 
00071,-147.689 
00072,700.000 
00073,-161.487 
00074,-232.279 
00075,-357.279 
00076,-273.911 
00077,-378.552 
00078,-413.710 
00079,-259.821 
00080,-216.899 
00081,-159.025 
00082,-157.450 
00083,-151.853 
00084,-385.068 
00085,-163.321 
00086,-573.129 
00087,-564.378 
00088,-551.817 
00089,-178.047 
00090,-304.951 
00091,-259.467 
00092,-233.757 
00093,-401.068 
00094,-545.630 
00095,-285.692 
00096,-328.447 
00097,-486.999 
00098,-498.385 
00099,-464.549 
00100,-346.228 
